age,years_employed,annual_income,credit_score,dti_ratio,existing_debt,loan_purpose,employment_type,monthly_expenses,num_dependents,savings_balance,num_open_credit_lines,num_previous_defaults,property_owned,loan_term_months,market_rate,recommended_loan_amount
31,13,136073.8,716,0.1932,31277.93,home_purchase,salaried,6910.2,1,54521.55,3,0,0,180,6.218,79636.86
33,9,90930.3,603,0.3078,30354.91,home_purchase,salaried,3526.91,0,52636.26,4,0,0,60,7.991,54432.27
45,25,34441.88,645,0.2543,8831.04,home_purchase,self_employed,1783.97,2,7782.2,5,0,1,84,6.7,27728.44
40,17,149871.69,697,0.2205,33271.14,home_purchase,self_employed,5832.44,1,69362.38,3,0,1,60,6.383,86277.9
45,27,46116.62,614,0.2499,9570.42,personal,salaried,2011.09,5,6721.34,4,1,0,60,7.368,31415.0
42,20,78797.76,624,0.2839,,personal,part_time,4085.63,2,69601.75,4,1,1,84,6.569,53152.28
44,22,78889.99,631,0.2617,17655.17,refinance,salaried,3850.51,0,58061.25,2,0,1,36,6.5,53037.22
35,12,63135.99,640,0.2163,14953.67,business,contract,3052.1,0,41707.25,3,0,0,36,7.193,41647.16
42,20,56866.07,655,0.2109,13798.32,auto,salaried,2964.06,1,45219.05,5,0,0,48,5.771,41842.51
30,12,67305.5,703,0.2406,,education,self_employed,3482.7,3,44890.41,3,0,1,180,7.1,44449.02
52,33,88731.64,714,0.2289,24189.37,auto,salaried,3034.0,0,55158.05,9,0,0,240,6.681,60882.66
33,11,74947.99,649,0.2911,19330.82,home_purchase,salaried,2249.37,4,30255.04,3,0,0,84,7.371,43332.19
51,33,82095.21,659,0.2606,21513.93,home_purchase,salaried,3997.46,0,28795.73,2,0,1,24,7.942,54985.56
37,18,50913.7,602,0.2306,12842.87,business,salaried,2693.82,2,35769.68,8,0,0,24,6.287,35196.76
42,18,114762.79,679,0.2718,33002.9,medical,salaried,5194.58,0,224879.76,5,0,1,180,6.12,88189.14
35,7,43542.01,657,0.2123,11089.27,business,salaried,1566.25,0,111982.36,10,0,1,84,6.049,38665.01
29,5,81103.85,668,0.3009,22011.38,business,salaried,3667.4,0,17818.57,5,0,0,360,5.798,46655.68
22,1,35418.9,610,0.329,12059.29,personal,self_employed,1730.66,0,7780.99,6,0,0,60,6.216,20277.02
29,9,59348.56,598,0.2577,13892.01,personal,self_employed,2617.16,2,9477.59,3,0,0,36,6.304,32881.85
36,18,57600.75,630,0.2285,14061.79,business,self_employed,2954.72,3,23425.08,1,0,1,48,6.306,37519.4
42,15,47552.32,642,0.2034,,personal,part_time,2470.35,0,8244.5,4,0,1,360,5.981,33988.71
50,26,76075.47,682,0.1767,14648.75,education,salaried,3594.75,2,31405.24,2,0,0,120,7.521,51733.06
35,8,63115.64,629,0.352,23444.07,home_purchase,salaried,2386.74,1,29726.34,3,0,0,48,8.481,39923.51
31,3,131217.23,687,0.1986,22663.42,personal,salaried,6198.58,2,337656.6,6,0,0,24,6.216,102297.48
25,0,77238.68,659,0.2344,16112.58,home_purchase,salaried,2724.38,0,100203.48,9,0,0,84,4.955,49471.05
44,23,22060.97,599,0.4109,,refinance,salaried,907.32,1,16649.29,3,0,0,180,6.808,21688.09
53,34,67711.42,622,0.3321,24306.76,home_purchase,salaried,2785.72,3,113636.23,5,0,0,48,7.124,56209.17
52,26,33748.33,677,0.2956,8608.54,home_purchase,salaried,1406.29,0,13754.98,1,0,0,36,6.52,30043.25
47,21,84490.79,667,0.2833,21879.47,auto,contract,2132.43,1,8498.68,8,0,1,360,7.12,49358.3
46,16,41307.34,634,0.3199,,business,contract,2098.72,3,46014.94,5,0,1,60,6.805,35390.38
56,34,80965.16,631,0.1518,10273.25,education,self_employed,2712.46,2,30859.13,3,0,0,360,7.829,51721.94
43,18,182210.27,621,0.2684,47534.93,home_purchase,self_employed,6734.84,2,153644.54,2,0,1,120,6.74,109176.54
46,28,54737.8,647,0.2264,11023.13,home_purchase,salaried,2855.19,0,22822.68,4,1,0,60,6.401,39054.49
36,15,39836.83,630,0.1915,6990.34,auto,salaried,1567.74,0,23583.8,8,0,0,60,7.605,27601.42
26,3,29928.1,622,0.2012,6332.5,auto,salaried,1487.2,0,17508.07,3,1,0,48,7.054,19858.79
33,8,6606298.12,619,0.2679,17635.75,personal,salaried,2163.23,2,264388.52,2,0,0,84,6.338,200000.0
39,11,24012.34,581,0.2264,,home_purchase,contract,1242.17,3,2342.07,3,0,0,180,5.173,20507.0
40,12,187483.96,701,0.2201,38645.2,personal,salaried,5323.25,0,800000.0,4,0,0,84,6.189,172948.5
59,34,83994.67,695,0.2119,16796.31,refinance,salaried,3274.73,0,5476.26,5,0,0,60,7.308,54691.62
40,15,31075.15,627,0.3525,12607.17,personal,salaried,1580.2,0,25212.64,4,0,0,36,7.385,26162.87
51,25,18000.0,561,0.34,,refinance,self_employed,756.42,0,31286.16,6,1,1,180,6.186,22873.29
35,14,39186.34,605,0.3269,12006.95,business,contract,1494.65,0,29389.74,4,0,0,360,6.989,27124.4
36,16,38024.5,590,0.2376,7864.65,home_purchase,salaried,1607.68,2,175435.01,4,0,0,60,5.224,41104.89
26,2,50035.41,664,0.3155,17952.82,business,contract,2066.85,1,15609.1,5,0,1,360,5.484,30746.95
32,14,174512.86,678,0.2735,54940.58,home_purchase,salaried,5510.71,0,57942.81,6,0,1,120,6.56,94495.78
45,16,184003.16,745,0.2026,44342.68,business,part_time,8742.16,0,99148.57,5,0,1,36,5.299,111624.69
40,18,50313.52,628,0.1987,11538.12,personal,part_time,1796.78,2,246712.76,2,0,0,360,6.567,55797.47
49,26,155252.72,670,0.2678,46064.99,home_purchase,salaried,4306.91,1,114505.8,3,1,0,120,7.307,94335.19
41,16,21088.8,570,0.2874,6047.87,refinance,self_employed,680.96,3,28864.35,4,0,0,84,5.587,19173.22
36,11,104508.99,633,0.2345,26694.24,refinance,salaried,5144.7,4,7379.51,4,0,0,36,6.268,58767.36
61,38,30802.93,625,0.2846,,home_purchase,salaried,1653.43,1,167426.98,4,0,0,84,6.129,47513.83
39,16,140536.24,630,0.251,38809.07,business,salaried,7292.3,3,56847.59,4,0,1,24,6.373,83223.69
51,27,60107.56,655,0.2508,16319.73,education,contract,2223.31,1,19434.44,6,0,1,240,6.477,42163.82
35,7,87819.5,603,0.2234,19276.03,home_purchase,self_employed,2356.58,4,35771.49,4,0,0,120,6.885,48354.03
47,18,46232.71,567,0.2264,10355.66,business,salaried,1626.2,0,40081.56,5,0,0,84,7.86,33466.51
49,25,67008.44,589,0.3652,25964.24,auto,salaried,3028.52,1,13524.12,3,0,1,60,5.961,44289.42
42,18,8466467.12,610,0.2206,15412.8,home_purchase,salaried,3275.26,0,17787.99,5,0,0,60,7.898,200000.0
22,0,18000.0,609,0.2235,3946.97,business,salaried,814.3,0,14417.55,5,0,1,48,7.11,10243.21
40,17,116696.09,714,0.1936,21463.91,medical,self_employed,3611.84,0,26610.99,3,0,1,60,7.231,64676.49
52,27,59608.59,624,0.3153,21445.73,personal,salaried,1871.11,2,27671.98,8,0,0,12,5.928,42238.59
45,22,154289.52,692,0.2032,28716.12,business,salaried,7258.89,0,86910.02,5,0,1,120,7.416,92758.91
44,18,74905.9,632,0.2609,22789.37,refinance,salaried,3231.4,2,100039.68,7,0,1,360,8.685,55682.99
22,4,53839.43,538,0.2745,15015.15,personal,self_employed,1531.06,0,27736.81,4,0,0,36,5.81,27328.06
32,6,122223.3,664,0.3089,35684.91,personal,salaried,4111.79,3,41376.83,6,1,0,360,4.303,67675.45
44,20,63360.74,629,0.1653,10060.18,home_purchase,self_employed,3234.11,2,50254.28,4,1,0,180,5.58,44415.42
44,19,72207.46,578,0.3098,22772.54,home_purchase,part_time,2714.32,3,25875.11,3,0,1,60,4.959,44564.37
52,27,41205.79,682,0.3377,12923.25,refinance,part_time,1215.23,0,43636.37,2,0,0,60,6.57,35931.41
38,16,71689.77,652,0.244,19416.12,refinance,salaried,3320.66,2,19571.89,9,1,1,24,5.685,44854.42
44,21,40487.17,559,0.2625,12672.31,home_purchase,salaried,1138.78,1,21797.77,2,0,0,36,7.636,27903.16
40,16,128692.98,681,0.1335,19388.11,personal,self_employed,5406.19,2,101751.85,1,1,1,48,5.979,78599.02
30,6,55725.65,721,0.2381,11262.15,medical,self_employed,1766.08,0,40385.58,4,0,0,12,7.733,36304.4
22,0,51345.42,608,0.3279,15684.92,home_purchase,salaried,2309.26,2,24019.43,4,0,0,36,7.243,27659.62
44,23,21149.11,633,0.3246,6904.86,home_purchase,salaried,574.21,2,18579.36,2,0,1,36,6.911,20426.52
41,23,57897.83,609,0.3552,23717.48,auto,salaried,1965.57,5,222722.54,4,0,1,60,5.801,57991.13
33,7,54949.47,599,0.3253,17616.51,business,contract,2372.34,3,34391.95,7,0,0,240,7.251,35138.54
23,2,18070.98,646,0.1801,,refinance,self_employed,729.93,1,6642.71,3,0,0,180,3.5,15109.74
46,24,85926.23,667,0.3101,,business,salaried,4309.0,0,26587.26,7,0,1,180,6.533,53965.32
37,17,110101.05,690,0.195,23525.37,home_purchase,salaried,2913.85,0,68576.14,5,0,0,60,5.863,64206.59
45,25,82563.62,635,0.2469,17460.08,auto,salaried,2801.3,2,42294.14,3,0,0,60,5.541,51233.52
58,36,35125.58,642,0.2995,9107.22,education,salaried,904.39,1,56216.84,5,0,1,84,8.147,34786.9
22,0,34550.22,596,0.3056,10592.21,home_purchase,salaried,1862.83,2,3633.26,2,0,1,60,5.925,18047.87
33,9,33252.5,626,0.2295,8722.76,business,self_employed,1252.53,1,40595.06,6,1,0,180,8.088,25341.59
37,11,63249.56,619,0.2945,16982.66,personal,salaried,3010.64,4,71674.93,7,0,0,360,5.796,44719.9
54,31,46987.37,691,0.1007,4986.77,education,contract,1222.59,2,8375.6,5,0,1,60,6.304,35005.77
23,0,36200.32,591,0.3353,11791.77,business,contract,1403.15,0,53710.4,5,0,0,24,6.681,24275.83
59,34,55755.44,651,0.2346,10587.7,home_purchase,salaried,3003.57,2,5703.89,6,0,0,120,6.453,41816.07
41,23,183664.86,635,0.3664,66496.76,auto,self_employed,7672.8,1,23375.66,1,0,0,84,8.602,101442.59
39,17,57683.42,666,0.2336,14207.97,home_purchase,contract,2818.52,3,24026.23,5,0,0,84,5.447,39032.57
38,19,62775.94,587,0.3547,25529.92,education,contract,3102.89,3,16325.07,8,0,0,360,6.941,39754.87
35,17,22266.25,582,0.3419,6966.45,auto,salaried,792.16,0,7166.4,0,1,1,36,8.279,16001.63
50,27,54785.35,587,0.3329,18899.0,home_purchase,salaried,2060.91,1,44383.52,6,0,0,24,6.874,40409.79
29,7,45738.8,560,0.3482,18643.25,home_purchase,salaried,2105.02,2,52651.99,4,0,1,84,5.24,30935.81
43,19,52450.53,657,0.2801,15288.99,education,contract,2097.51,1,42893.83,4,0,1,180,6.608,38852.49
36,10,38008.0,580,0.3296,14569.06,home_purchase,salaried,1077.54,0,71904.23,3,0,0,24,6.381,30182.43
32,6,126587.74,603,0.3218,42251.25,business,salaried,4518.78,5,331146.49,2,1,1,12,5.521,98372.65
65,46,37612.94,581,0.2836,11138.74,business,salaried,1381.95,0,11804.75,5,0,1,24,6.423,33063.82
44,22,34528.24,654,0.2247,8436.11,auto,part_time,1244.44,2,71130.87,2,2,0,24,5.22,32913.38
46,28,67523.43,625,0.2483,18442.0,business,salaried,2244.58,3,46028.45,5,0,1,60,9.22,45426.62
51,32,32817.91,620,0.2599,8558.03,business,salaried,1347.04,0,29332.15,3,0,1,24,5.806,29396.86
25,0,25534.18,626,0.2823,,education,self_employed,866.45,3,17182.63,6,0,0,120,6.775,18558.6
57,38,35517.75,648,0.2982,11422.58,refinance,salaried,1517.92,0,28660.57,5,0,0,60,5.438,33570.83
22,0,18000.0,596,0.2924,4542.4,medical,self_employed,747.11,2,7925.43,3,0,0,60,5.655,8429.68
32,14,28754.23,650,0.3066,8124.8,personal,salaried,720.05,1,,5,1,0,360,5.93,22228.51
35,11,87490.3,591,0.292,29572.97,refinance,self_employed,3802.57,1,41540.55,4,1,0,360,6.834,52634.15
45,18,102023.8,638,0.3746,34243.25,auto,self_employed,4404.15,5,27655.22,0,0,0,48,5.97,62340.32
42,16,58378.52,655,0.2601,16022.59,medical,contract,2049.12,2,25088.87,1,0,1,84,5.943,38871.78
38,13,90226.85,703,0.2276,16871.59,auto,salaried,3289.09,2,93771.01,6,0,1,48,7.224,59603.64
39,13,55025.25,688,0.205,12739.44,personal,salaried,2652.24,3,102720.75,4,0,1,84,6.834,46373.66
30,5,25464.05,555,0.3676,9703.87,refinance,salaried,1202.82,0,33323.15,2,1,0,48,6.664,18533.06
25,6,26957.97,601,0.3386,9146.79,personal,self_employed,1435.3,0,15776.28,3,0,1,360,7.028,17450.21
47,29,62969.58,653,0.337,23269.79,home_purchase,part_time,2332.23,3,12741.83,7,1,1,84,5.916,42287.32
46,18,71360.43,627,0.337,26574.89,refinance,contract,2190.03,0,73889.66,2,0,1,240,8.048,50936.45
55,37,194212.25,738,0.2134,37236.26,home_purchase,self_employed,7310.37,0,71836.96,2,0,1,36,6.088,111395.84
32,8,60428.26,698,0.1742,12531.78,refinance,salaried,2987.9,2,25441.32,4,0,1,12,6.367,39192.09
46,25,71041.86,606,0.2925,24201.73,medical,contract,3371.4,0,20808.38,2,0,0,24,6.561,46815.76
37,8,71726.13,581,0.3491,22154.42,business,salaried,2233.26,2,36499.26,8,0,1,36,7.162,42271.84
51,31,73359.45,665,0.2473,16891.97,refinance,salaried,2571.72,0,87299.37,2,0,1,84,5.658,54702.7
50,19,41901.87,601,0.2644,10524.81,home_purchase,salaried,2256.64,2,13184.75,7,0,0,240,5.625,32104.02
42,21,119165.7,684,0.2253,29894.67,home_purchase,salaried,4101.61,0,21935.53,6,0,1,48,9.435,67243.24
36,15,140578.45,675,0.3093,40593.37,business,salaried,3997.24,0,22564.68,7,0,0,240,6.178,74434.81
49,27,29563.88,609,0.2639,8329.87,refinance,salaried,1144.39,2,11837.53,7,0,0,60,5.299,25247.56
46,21,125283.91,640,0.299,,refinance,salaried,3409.71,0,25669.1,7,0,0,120,6.55,65400.6
33,13,91724.87,643,0.3084,29029.06,education,salaried,2423.89,2,49751.83,1,0,0,36,5.994,53006.93
26,5,29661.95,586,0.3234,,auto,self_employed,1189.01,3,18142.93,4,0,1,360,6.635,19664.2
37,14,108530.18,689,0.2058,19901.87,auto,self_employed,3549.27,0,84238.17,3,0,1,12,6.172,65492.93
55,35,61567.26,643,0.2492,,auto,salaried,3214.06,0,27509.5,4,0,1,36,5.128,45867.99
51,28,35371.49,575,0.2206,7291.32,business,part_time,1422.69,5,39450.29,6,0,1,84,7.025,30180.62
28,8,20325.61,646,0.2423,4901.81,business,contract,876.56,1,8832.58,5,1,1,60,7.323,15443.27
28,5,41231.26,601,0.1992,8324.1,home_purchase,salaried,1649.93,2,51395.46,2,0,1,24,6.721,27915.0
52,30,57859.27,707,0.2795,14063.22,business,self_employed,1452.66,3,39579.14,4,0,0,48,5.203,43162.64
28,8,30676.63,593,0.226,7490.5,business,salaried,1641.92,3,6637.4,5,0,1,60,6.148,19308.12
45,21,66074.92,604,0.2307,12788.08,business,salaried,2844.0,0,38724.28,4,0,1,48,6.232,43340.76
33,6,44408.07,598,0.2728,14471.83,personal,salaried,2299.18,4,48718.59,5,0,0,120,3.827,32362.63
56,35,54938.94,632,0.2422,14852.48,medical,self_employed,2631.81,2,35981.75,4,0,1,36,5.36,43229.24
32,14,53467.54,610,0.3783,23481.79,auto,contract,2736.49,2,114506.08,0,0,0,24,6.541,44038.06
51,30,37846.35,601,0.3449,12860.36,home_purchase,contract,1872.35,1,17464.34,7,0,0,84,4.982,30849.63
41,20,51878.41,607,0.2706,,personal,contract,1487.72,1,50393.37,2,0,1,12,6.179,36577.38
42,19,44310.19,676,0.323,,home_purchase,self_employed,1693.52,0,22103.71,2,0,1,84,7.006,33291.81
22,2,70949.71,611,0.3025,21248.1,home_purchase,salaried,2020.6,4,56717.57,4,0,0,24,5.488,39449.25
22,0,51325.92,683,0.2395,,medical,salaried,2764.02,2,19721.22,2,0,0,84,5.398,30679.05
37,13,52235.52,655,0.2106,11749.7,refinance,contract,2258.05,2,132702.94,3,1,1,24,6.142,45934.28
42,24,62111.62,629,0.2405,13158.56,auto,salaried,2701.57,1,51095.87,7,0,1,24,6.103,42854.14
28,3,4496066.95,672,0.3563,42082.91,personal,salaried,6609.39,1,88463.02,5,1,0,360,7.776,200000.0
29,10,25462.01,582,0.3198,8847.48,home_purchase,salaried,1145.13,0,9532.22,1,0,1,60,6.077,16521.48
45,27,122347.49,704,0.2178,22984.4,refinance,salaried,5037.99,2,183965.3,5,0,0,48,4.789,86497.01
45,25,33495.6,663,0.2559,7960.86,auto,salaried,1524.21,4,11332.44,5,0,1,60,7.34,27501.52
38,11,63405.88,644,0.2693,15901.84,home_purchase,self_employed,3356.81,2,25085.88,4,0,1,36,6.553,41545.37
47,25,43401.31,604,0.2816,11811.12,personal,salaried,1297.21,2,12489.97,5,0,1,120,7.412,30360.17
28,5,37101.28,624,0.1503,4462.63,home_purchase,contract,1657.25,2,72960.63,4,1,0,48,6.677,28719.34
36,12,70753.46,603,0.3271,21314.46,auto,salaried,1790.9,4,13749.98,2,0,1,84,5.767,39185.55
56,34,69317.2,595,0.3782,23170.4,education,salaried,3304.49,0,42929.0,1,0,1,48,8.295,50234.17
40,21,95537.82,657,0.2696,30286.53,education,contract,4763.61,3,164631.75,1,1,0,240,6.483,73126.55
41,17,68926.72,573,0.3236,25290.84,auto,salaried,2549.05,0,61052.48,4,0,1,84,4.604,46082.45
63,40,42130.91,618,0.2354,10019.99,business,self_employed,1555.27,1,16108.58,1,1,0,24,6.341,35573.73
26,3,54964.28,625,0.2536,11658.45,home_purchase,contract,1641.17,0,13848.95,5,1,0,240,6.086,29305.8
47,29,41929.7,679,0.2622,12960.32,home_purchase,salaried,1106.88,0,20281.86,1,0,0,240,6.976,32702.68
56,32,106179.92,640,0.2734,,auto,contract,2819.97,3,66898.24,1,0,1,360,6.69,64954.83
36,9,76774.77,593,0.2814,23936.5,education,salaried,3757.88,5,27839.71,4,0,1,360,6.701,46815.96
48,19,84519.27,668,0.3019,22717.79,business,salaried,3087.75,0,55792.0,7,0,0,180,8.175,56368.21
30,9,53971.83,624,0.2822,,auto,self_employed,2606.45,1,78417.61,4,0,0,36,7.576,39031.22
33,7,43166.7,611,0.3088,13002.78,education,contract,1510.96,0,16665.68,7,0,0,60,6.42,26972.82
43,23,39454.07,566,0.2786,11021.28,medical,part_time,1110.52,0,31232.64,3,0,0,36,4.4,28151.83
47,19,18000.0,642,0.3068,4863.87,home_purchase,self_employed,928.84,1,10718.04,3,0,0,48,5.811,20205.46
51,26,82976.3,571,0.2504,23875.76,home_purchase,self_employed,2677.41,1,81578.85,6,0,1,48,7.564,56295.8
55,27,30400.66,623,0.2738,8950.93,business,contract,827.78,1,56226.84,3,0,1,180,6.471,31692.08
39,18,99828.23,691,0.2553,24555.91,medical,contract,3076.56,2,47574.27,5,0,1,180,4.878,59331.09
51,31,46970.5,633,0.2475,11004.61,personal,salaried,2378.17,0,24577.96,4,1,0,84,6.843,36804.25
36,15,106993.12,641,0.2661,23432.03,home_purchase,contract,5655.38,0,29648.68,9,0,1,84,6.816,62221.14
49,22,58103.71,592,0.3249,18080.43,personal,salaried,2809.24,2,123379.31,5,0,0,60,7.362,50392.36
42,17,54395.86,602,0.3202,15517.41,auto,salaried,1906.67,2,30342.41,3,0,0,84,5.176,35866.11
44,22,57232.8,704,0.2285,14865.34,auto,salaried,2353.59,1,52211.06,7,0,1,120,7.553,43674.83
44,15,7202145.83,597,0.2677,11262.31,home_purchase,salaried,1783.8,2,116182.71,4,0,0,60,6.798,200000.0
23,0,18000.0,605,0.3048,,business,self_employed,541.82,1,13748.29,1,0,0,60,6.709,13758.58
28,10,58671.89,590,0.3971,24675.82,home_purchase,contract,2810.77,1,142164.13,3,0,0,24,6.06,47297.35
41,18,68338.71,620,0.3045,21738.16,home_purchase,salaried,3330.85,3,51647.78,3,0,0,240,5.679,46938.89
23,0,38918.71,544,0.4017,,personal,salaried,1191.99,0,47672.9,1,0,0,240,6.561,23247.03
48,23,110450.62,656,0.2668,32855.37,home_purchase,salaried,5103.03,2,192153.47,3,0,1,48,6.015,84498.32
48,23,31483.73,601,0.3019,9285.31,personal,salaried,1243.83,2,16046.36,4,0,1,36,5.862,26034.16
43,25,57112.22,677,0.132,6498.85,auto,salaried,1692.46,0,27064.56,6,0,0,180,9.508,37645.26
28,10,31367.99,575,0.2917,9131.31,personal,salaried,1465.08,0,32392.33,6,0,1,60,7.599,21359.53
53,33,104193.76,647,0.3102,26040.55,business,part_time,3387.31,0,138026.66,4,0,1,180,4.927,73628.8
60,36,67268.52,675,0.2593,19026.06,personal,salaried,3232.42,2,31279.58,1,2,1,360,6.266,51337.91
41,23,88310.19,644,0.2582,19117.46,education,salaried,4740.03,3,30718.87,3,0,1,24,6.507,54868.05
45,18,68573.76,625,0.2754,17241.43,refinance,salaried,2315.6,0,40684.68,2,1,1,180,7.118,44703.89
42,24,82326.88,637,0.3538,27407.6,auto,self_employed,2858.68,0,30815.06,4,0,1,60,8.171,50550.18
45,26,55973.5,595,0.2575,16458.93,auto,contract,2322.97,0,26757.64,6,0,0,36,3.968,38088.68
38,15,39582.0,597,0.3396,14888.81,home_purchase,self_employed,2019.0,3,20329.22,6,0,0,360,5.194,28541.91
39,21,55077.37,628,0.3525,22251.39,home_purchase,salaried,2821.37,0,12374.63,5,0,0,360,7.385,37122.55
49,25,131188.87,630,0.3045,47830.76,auto,part_time,4949.29,3,81604.84,7,0,1,360,7.015,82746.12
63,35,38943.21,590,0.2477,,personal,salaried,1410.87,3,8871.77,4,0,0,48,6.701,33892.73
25,6,20185.71,638,0.297,5143.47,home_purchase,contract,632.21,1,29353.51,7,0,0,36,7.941,15699.99
38,15,70617.56,647,0.2879,20307.21,education,salaried,3384.9,0,219027.11,3,1,1,180,6.08,64485.82
28,8,48694.99,623,0.3506,19470.05,home_purchase,self_employed,2279.05,4,30646.55,4,1,0,24,6.533,31618.91
55,37,21157.1,600,0.2786,5416.18,business,salaried,616.95,4,9895.3,5,0,0,24,6.427,22153.15
34,9,5012726.54,663,0.1448,18793.31,medical,contract,5085.07,0,85589.92,1,0,0,60,6.521,200000.0
25,2,30759.1,514,0.285,,personal,salaried,991.31,0,83563.04,4,0,0,240,7.344,24116.51
46,28,70466.43,597,0.2787,16925.53,home_purchase,self_employed,3219.83,0,209494.94,4,0,0,84,7.579,63414.61
57,37,68434.61,667,0.2505,17848.52,refinance,salaried,2545.41,3,,2,1,0,360,6.143,49630.41
46,21,89097.48,621,0.3153,33086.3,auto,salaried,2464.94,2,105446.67,6,0,1,120,7.921,61951.78
42,16,43279.79,608,0.2772,10844.07,business,salaried,1664.89,0,,3,0,0,60,7.37,31479.26
44,19,42903.8,630,0.2431,11191.27,refinance,self_employed,1674.92,0,,3,0,1,360,5.305,32818.69
54,29,140325.59,652,0.2173,33947.14,refinance,self_employed,5097.11,0,241021.12,2,0,0,60,5.615,101938.32
31,9,41736.18,588,0.2851,10748.88,auto,self_employed,2126.27,4,15404.83,4,1,1,48,6.665,25931.66
38,16,75335.94,620,0.2843,,home_purchase,contract,2255.08,0,89412.28,4,0,1,360,9.385,49466.59
35,14,23871.13,608,0.2949,7896.54,education,salaried,801.34,0,24714.76,5,0,0,48,7.099,19415.52
28,2,25697.98,538,0.3543,7542.0,business,salaried,940.3,3,44584.32,2,0,0,24,7.223,17869.48
36,13,18000.0,610,0.2953,4944.27,home_purchase,self_employed,786.53,0,5659.48,3,0,0,48,4.894,15263.48
51,20,98785.13,648,0.185,18446.8,home_purchase,salaried,3594.45,0,6833.83,5,1,0,180,6.593,57306.62
45,23,49490.9,628,0.2045,9187.02,medical,salaried,2415.24,2,19172.27,6,0,0,36,7.37,35046.64
46,28,32055.73,592,0.2711,7307.47,personal,salaried,1698.88,2,5040.49,4,0,0,240,6.723,24784.1
41,13,72041.42,627,0.2539,21198.96,business,salaried,3330.45,2,26825.27,6,0,1,120,6.639,46219.73
45,24,103033.26,688,0.3099,31317.27,education,salaried,2613.27,1,49855.54,4,0,1,360,6.818,62616.82
31,6,118095.77,673,0.203,20748.0,personal,salaried,6366.65,5,60757.99,3,2,0,60,7.298,69774.84
36,17,116179.84,699,0.2593,,personal,part_time,5508.92,0,154135.32,1,0,0,120,6.261,77777.73
41,19,43078.57,586,0.3745,18748.47,home_purchase,contract,2030.68,1,33173.49,6,0,0,48,5.641,32303.28
42,21,73307.97,659,0.2887,19258.38,auto,salaried,2893.09,1,23452.48,4,0,1,60,5.973,46242.23
43,21,27200.16,588,0.3413,7566.12,business,salaried,692.16,3,56695.74,2,0,0,180,6.397,25057.35
38,20,68847.38,553,0.3854,24667.09,personal,salaried,2743.33,1,6770.75,3,2,1,60,5.395,39203.06
36,15,78358.59,666,0.2723,17942.91,home_purchase,self_employed,2380.1,0,89886.54,4,0,1,60,8.573,51774.97
70,45,77506.58,683,0.2822,,business,salaried,3461.63,0,20331.12,3,0,0,36,6.309,57027.52
49,27,26427.44,666,0.2548,6909.12,home_purchase,contract,674.25,3,71473.34,8,1,1,180,6.379,30420.59
44,20,49171.77,570,0.3973,16097.35,auto,self_employed,1872.11,3,15418.81,3,0,1,36,5.397,31957.85
37,15,171726.38,691,0.2558,52333.14,medical,salaried,8455.66,1,256115.27,5,0,1,120,7.963,120087.59
35,11,80459.53,624,0.2379,19121.74,auto,salaried,4309.51,1,61437.9,3,1,1,12,6.956,52179.3
38,13,51930.52,658,0.2134,,education,salaried,2782.34,0,52544.11,1,0,1,24,5.452,39870.94
42,20,61108.98,579,0.2733,15132.25,personal,salaried,3178.64,1,46134.36,5,0,1,24,7.517,41870.66
22,0,35312.73,590,0.2149,7890.2,business,contract,1352.54,0,16081.95,4,0,0,24,5.823,19173.55
24,6,40007.14,609,0.3556,14107.27,auto,salaried,1721.32,3,7390.58,7,0,0,360,6.701,22602.49
33,9,31300.28,629,0.3448,12327.06,business,part_time,825.79,1,11687.85,2,0,0,12,5.6,21413.8
42,12,45793.92,628,0.3174,12887.22,education,salaried,1801.76,3,17299.69,2,0,1,180,5.143,31558.33
37,13,51243.71,616,0.2808,11530.4,home_purchase,self_employed,2490.32,0,7289.94,8,0,0,36,5.929,31949.31
54,25,63404.88,622,0.2225,12299.16,personal,salaried,1759.74,1,63927.33,3,1,0,360,7.069,46315.49
25,4,6852770.29,599,0.2588,8210.05,business,salaried,1253.17,0,114883.08,3,0,1,60,7.017,200000.0
32,3,51100.34,636,0.2925,14582.31,home_purchase,salaried,2037.8,5,14901.99,6,1,0,120,6.723,31406.92
55,29,19758.71,583,0.2763,5188.98,home_purchase,salaried,810.74,2,13549.6,6,1,0,48,7.502,21664.59
41,17,7796984.78,597,0.2879,6298.3,home_purchase,self_employed,956.89,1,19357.61,3,1,0,60,5.658,200000.0
48,30,42106.4,617,0.2127,8204.37,home_purchase,salaried,1794.27,1,11378.62,1,1,0,48,6.095,30982.14
60,33,96216.16,584,0.2459,20866.44,home_purchase,salaried,4656.28,0,158096.47,5,0,1,12,6.916,74709.59
33,11,39724.64,541,0.2908,9596.78,education,contract,2002.26,0,45919.39,4,0,0,48,5.769,27056.3
39,19,122668.58,609,0.337,45893.31,home_purchase,salaried,4013.14,3,280396.33,6,0,0,240,6.629,93820.28
37,19,92045.65,637,0.2775,20789.0,home_purchase,salaried,4041.16,1,38742.39,3,1,0,48,5.962,54508.23
22,3,28772.51,615,0.2407,7274.6,refinance,self_employed,1317.0,0,22063.74,2,0,0,360,6.937,17625.9
36,18,35121.92,591,0.2735,10995.76,business,salaried,1149.2,0,39448.68,3,0,0,48,4.969,26142.93
