property_id,property_type,heating_type,parking_type,roof_type,has_pool,has_basement,hoa_flag,zipcode,builder_name,neighborhood,street_name,quality_grade,condition_grade,school_zone_grade,area_sqft,lot_size_sqft,num_bedrooms,num_bathrooms,garage_size,house_age,distance_to_city_center_km,distance_to_metro_km,school_rating,crime_index,median_neighborhood_income_k,nearby_hospitals_count,nearby_malls_count,annual_property_tax,hoa_fee,energy_efficiency_score,renovation_score,builder_reputation_score,random_hash_bucket,noise_feature_uniform,noise_feature_normal,sale_price
PROP_001269,Apartment,Oil,Driveway,Flat,Yes,Yes,No,ZIP_032,Builder_008,Neighborhood_44,Street_295,very_good,good,A+,1624.5,3746.4,3,2.5,0,30.1,26.42,7.8,10.0,0.0,135.07,1,2,7389.89,0.0,68.97,65.29,9.4,65,0.298,-0.7952,1788789.68
PROP_002463,Apartment,Oil,Driveway,Asphalt,No,No,No,ZIP_019,Builder_039,Neighborhood_51,Street_041,luxury,good,C,896.3,2500.3,2,2.4,1,14.0,16.07,6.63,2.62,7.94,27.89,1,2,2655.91,0.0,72.89,77.62,6.85,393,0.4766,-1.76,709779.49
PROP_008158,Single_Family,Oil,Garage,Asphalt,Yes,No,Yes,ZIP_081,Builder_037,Neighborhood_06,Street_117,excellent,needs_work,B,1163.5,3471.4,3,1.4,2,20.1,16.0,5.4,5.32,3.8,91.35,2,2,2544.58,91.98,67.23,66.29,8.69,402,0.1255,-1.0919,861891.04
PROP_000269,Single_Family,Heat_Pump,Garage,Asphalt,Yes,Yes,No,ZIP_053,,Neighborhood_13,Street_187,very_good,good,B,1979.0,4909.3,5,5.6,2,41.5,13.35,6.44,6.93,5.07,97.62,3,2,2835.26,0.0,48.82,72.14,8.18,456,0.1181,-0.2952,1230529.2
PROP_003581,Apartment,Gas,Garage,Metal,No,No,No,ZIP_045,Builder_036,Neighborhood_31,Street_181,excellent,fair,B,1062.4,1014.3,2,1.8,0,28.0,20.11,5.63,6.73,3.52,101.29,3,2,2642.7,0.0,59.51,67.32,10.0,354,0.7121,-0.2075,943329.18
PROP_004751,Single_Family,Gas,Garage,Asphalt,No,Yes,Yes,ZIP_112,Builder_060,Neighborhood_22,Street_142,good,good,C,1711.8,3959.4,3,3.2,1,51.0,10.04,5.13,2.24,9.93,28.8,3,2,1718.44,75.1,51.25,68.87,8.32,182,0.3898,-0.5244,458075.99
PROP_007996,Single_Family,Gas,Garage,Tile,No,Yes,No,ZIP_102,Builder_071,Neighborhood_57,Street_090,good,very_good,A,2124.3,4487.3,4,4.7,1,25.2,6.3,3.78,8.43,1.36,114.59,2,4,4018.83,0.0,46.87,84.1,10.0,31,0.1045,0.45,1727313.4
PROP_007371,Single_Family,Heat_Pump,Garage,Tile,No,No,Yes,ZIP_042,,Neighborhood_22,Street_117,excellent,good,A,2008.5,9224.1,3,3.5,2,51.0,9.04,7.61,8.93,2.88,121.02,4,3,5837.35,157.75,47.24,59.37,5.88,97,0.7903,-0.4918,1632287.13
PROP_007707,Condo,Oil,Driveway,Asphalt,Yes,No,No,ZIP_051,Builder_018,Neighborhood_35,Street_186,very_good,very_good,A+,1722.5,6668.1,6,4.9,0,24.0,11.77,3.07,10.0,0.98,120.86,4,3,5669.87,0.0,60.81,100.0,10.0,421,0.2163,1.3727,1840971.09
PROP_007682,Townhouse,Gas,Garage,Asphalt,No,No,Yes,ZIP_058,Builder_026,Neighborhood_31,Street_057,,good,A,1610.3,6687.0,4,5.6,0,52.1,23.68,5.16,6.9,3.6,97.64,5,1,2394.43,93.81,53.1,58.6,6.84,414,0.0371,-0.0841,888217.04
PROP_010862,Single_Family,Heat_Pump,Garage,Asphalt,No,Yes,Yes,ZIP_075,Builder_058,Neighborhood_26,Street_297,fair,very_good,A+,1063.8,2659.1,2,2.5,1,37.8,22.63,7.61,9.54,2.34,117.31,2,1,2432.18,69.52,52.12,83.46,6.34,415,0.309,0.9085,839923.23
PROP_002822,Single_Family,Gas,Driveway,Flat,No,Yes,No,ZIP_088,Builder_076,Neighborhood_13,Street_167,very_good,good,C,1500.7,5415.2,5,3.5,2,18.2,21.36,7.12,2.84,9.75,26.1,3,2,4061.61,0.0,63.51,87.87,10.0,249,0.3192,0.9071,1179582.62
PROP_008118,Townhouse,Heat_Pump,Garage,Metal,No,Yes,No,ZIP_037,Builder_055,Neighborhood_50,Street_050,fair,good,A,2549.5,621.4,5,5.2,2,57.5,17.96,7.19,6.41,4.71,86.21,1,3,4030.49,0.0,55.59,49.87,,472,0.2145,-0.6518,1317274.52
PROP_000590,Single_Family,Gas,Covered,Tile,Yes,No,Yes,ZIP_117,Builder_078,Neighborhood_20,Street_046,very_good,good,B,2572.3,7104.8,5,4.7,1,26.1,18.25,6.09,3.82,8.14,49.8,0,5,4443.92,136.89,52.37,51.52,10.0,298,0.7337,0.4038,1334407.92
PROP_008527,Apartment,Electric,Covered,Metal,No,No,No,ZIP_018,Builder_018,Neighborhood_33,Street_017,,good,B,1435.8,4638.5,2,2.5,1,33.0,5.47,1.89,6.17,4.82,69.76,4,2,1927.62,0.0,50.79,60.91,10.0,43,0.8456,1.0068,695710.37
PROP_010936,Apartment,Heat_Pump,Garage,Asphalt,No,Yes,Yes,ZIP_108,Builder_055,Neighborhood_51,Street_055,good,good,B,350.0,781.0,1,1.0,1,17.8,7.04,5.72,5.89,4.22,75.9,3,2,3439.32,120.35,55.91,74.97,10.0,227,0.9663,1.562,810455.28
PROP_007855,Townhouse,Electric,Garage,Asphalt,No,No,No,ZIP_005,Builder_032,Neighborhood_27,Street_184,excellent,fair,B,1476.7,2335.6,3,2.1,1,34.8,27.96,8.17,6.65,5.0,91.55,3,3,2931.44,0.0,57.75,55.84,7.33,387,0.553,0.107,886597.94
PROP_000657,Single_Family,Gas,Covered,Tile,No,No,No,ZIP_100,Builder_033,Neighborhood_41,Street_299,fair,good,A+,1641.0,4320.6,2,2.1,1,17.6,2.24,0.1,9.71,0.0,147.74,5,3,2584.41,0.0,59.23,89.37,7.35,280,0.4536,0.1468,1307194.3
PROP_009882,Single_Family,Gas,Street,Asphalt,No,No,Yes,ZIP_025,Builder_032,Neighborhood_11,Street_132,good,excellent,A,1951.0,6237.6,4,4.2,1,38.5,8.23,3.71,8.94,2.62,135.99,3,2,4321.96,109.47,63.79,73.73,5.05,327,0.3431,-1.0538,1596569.24
PROP_009641,Single_Family,Gas,Driveway,Flat,No,No,Yes,ZIP_061,Builder_078,Neighborhood_40,Street_112,good,very_good,B,991.7,3146.0,3,2.6,0,42.9,5.83,5.0,6.32,3.02,85.66,1,4,2590.85,130.21,52.69,100.0,10.0,242,0.7554,1.7997,774538.08
PROP_002038,Apartment,Gas,Covered,Asphalt,Yes,Yes,No,ZIP_078,Builder_021,Neighborhood_32,Street_134,very_good,excellent,C,1584.0,3439.3,4,4.2,1,22.6,20.47,8.12,2.79,8.16,28.81,4,1,3378.27,0.0,69.12,88.98,,254,0.6629,1.8496,1089803.7
PROP_008630,Apartment,Heat_Pump,Garage,Asphalt,No,No,No,ZIP_073,Builder_035,Neighborhood_32,Street_194,good,excellent,A,1612.9,2503.1,2,1.8,1,51.3,11.72,4.94,8.15,3.24,112.16,4,0,3205.58,0.0,38.51,87.03,10.0,342,0.8038,2.1793,1134154.07
PROP_008817,Apartment,Gas,Covered,Asphalt,No,No,No,ZIP_109,Builder_061,Neighborhood_06,Street_157,fair,very_good,C,1433.5,4339.3,4,3.1,1,69.4,26.93,8.7,4.71,7.55,63.51,6,3,2384.66,0.0,46.63,64.08,10.0,123,0.6234,0.5794,618914.63
PROP_003759,Single_Family,Gas,Street,Asphalt,No,Yes,No,ZIP_040,Builder_023,Neighborhood_15,Street_247,good,good,B,1556.0,5899.6,2,3.2,1,30.9,13.95,3.42,5.78,6.35,83.43,0,5,4448.85,0.0,54.64,46.07,7.0,245,0.175,-0.8604,1392407.91
PROP_006846,Single_Family,Heat_Pump,Garage,Asphalt,No,No,Yes,ZIP_092,Builder_050,Neighborhood_23,Street_191,good,good,C,1707.7,3090.7,4,2.5,1,23.4,3.65,3.01,3.37,5.85,45.89,0,3,2625.73,69.79,53.77,83.52,9.45,131,0.798,-0.8571,924821.65
PROP_006152,Apartment,Gas,Garage,Metal,No,No,Yes,ZIP_019,Builder_025,Neighborhood_49,Street_062,good,good,A,1875.1,3295.8,5,4.5,2,21.0,13.64,6.15,6.9,4.0,87.61,2,4,2801.08,70.64,63.13,71.04,9.68,73,0.8627,2.9226,1244207.9
PROP_007840,Townhouse,Gas,Garage,Asphalt,Yes,No,Yes,ZIP_011,Builder_013,Neighborhood_11,Street_191,very_good,good,B,1112.2,1265.9,2,2.5,1,34.8,10.3,5.91,4.24,5.12,80.03,4,4,6340.58,152.05,71.98,74.59,6.02,35,0.1217,-0.0888,1350941.07
PROP_002029,Single_Family,Gas,Street,Metal,No,No,No,ZIP_075,Builder_076,Neighborhood_15,Street_288,,good,B,1376.9,1161.2,3,3.3,1,32.5,19.96,7.16,5.99,6.06,82.73,3,3,2411.15,0.0,61.7,81.99,9.33,330,0.3066,0.7944,854291.44
PROP_011163,Condo,Gas,Garage,Asphalt,No,Yes,No,ZIP_070,Builder_065,Neighborhood_11,Street_262,good,very_good,B,1968.3,6349.8,4,3.1,1,46.7,21.92,7.5,5.11,5.12,76.23,2,5,2748.24,0.0,46.38,70.5,10.0,314,0.4813,-1.7864,981618.3
PROP_000678,Single_Family,Gas,Street,Asphalt,No,No,No,ZIP_093,Builder_068,Neighborhood_31,Street_032,fair,fair,B,2356.2,4391.8,5,5.7,2,37.6,6.13,2.93,7.04,3.51,100.47,3,3,4301.1,0.0,65.83,84.08,8.87,276,0.5326,0.516,1574761.01
PROP_008377,Luxury_Villa,Gas,Garage,Asphalt,No,No,Yes,ZIP_108,Builder_002,Neighborhood_47,Street_054,excellent,excellent,C,1347.9,5366.3,3,3.4,2,59.9,10.96,5.06,3.21,8.83,30.78,3,1,2478.8,102.23,60.72,67.72,8.09,131,0.7475,-0.3272,1478504.08
PROP_001233,Luxury_Villa,Heat_Pump,Garage,Asphalt,No,Yes,Yes,ZIP_017,Builder_004,Neighborhood_35,Street_224,good,good,A,2761.4,6587.7,6,3.4,2,33.8,15.95,9.61,6.16,4.76,78.21,3,3,4119.1,98.79,68.42,73.2,10.0,28,0.7675,-0.198,1683620.71
PROP_005455,Single_Family,Heat_Pump,Street,Metal,No,No,Yes,ZIP_058,Builder_002,Neighborhood_59,Street_052,fair,fair,A,1609.5,4652.9,4,3.3,0,23.1,14.39,4.25,9.29,1.49,115.68,2,5,2752.5,123.46,54.33,55.16,8.16,176,0.0298,-0.4685,1185057.86
PROP_007918,Single_Family,Electric,Garage,Metal,No,No,No,ZIP_098,Builder_076,Neighborhood_07,Street_133,fair,good,B,1941.3,4421.4,4,2.8,2,13.8,2.79,0.1,2.98,5.73,51.4,2,2,1663.56,0.0,61.43,78.32,6.11,333,0.895,1.3334,925415.32
PROP_009936,Single_Family,Gas,Driveway,Tile,No,Yes,No,ZIP_071,Builder_017,Neighborhood_05,Street_153,good,very_good,A,2879.4,2513.7,6,3.8,1,19.1,8.66,3.16,9.68,1.02,132.76,3,5,3634.88,0.0,64.47,80.78,8.59,492,0.063,0.9113,1799878.41
PROP_007793,Condo,Heat_Pump,Garage,Tile,No,No,Yes,ZIP_098,Builder_071,Neighborhood_44,Street_108,very_good,excellent,B,1241.8,778.5,2,2.0,2,42.7,11.07,2.19,7.12,3.11,111.55,5,3,4528.7,99.78,48.16,89.96,9.47,198,0.6676,-0.8939,1341308.86
PROP_007511,Single_Family,Gas,Covered,Asphalt,No,Yes,Yes,ZIP_054,Builder_034,Neighborhood_23,Street_141,poor,fair,B,2733.9,,5,3.6,1,22.7,11.13,5.42,4.99,5.21,79.74,3,2,4822.84,59.95,34.5,82.51,8.13,215,0.5706,0.3321,1580377.84
PROP_004857,Single_Family,Heat_Pump,Driveway,Asphalt,No,Yes,No,ZIP_078,Builder_067,Neighborhood_36,Street_215,good,needs_work,B,2220.0,,5,4.1,1,29.8,11.53,5.09,4.97,6.61,50.08,3,0,3347.87,0.0,59.41,40.7,5.95,132,0.4826,1.5469,1128392.33
PROP_011054,Single_Family,Heat_Pump,Garage,Flat,No,Yes,No,ZIP_043,Builder_038,Neighborhood_05,Street_181,fair,good,B,1645.0,1513.0,4,5.0,1,49.1,7.64,3.98,4.55,4.68,61.84,2,2,4404.43,0.0,45.47,70.49,7.77,416,0.9265,0.6607,1239658.87
PROP_002433,Townhouse,Gas,Garage,Flat,No,No,No,ZIP_018,Builder_024,Neighborhood_42,Street_027,poor,fair,B,1539.3,1937.2,4,2.3,1,42.4,7.62,3.24,6.52,3.48,98.72,6,3,3231.63,0.0,46.26,51.32,7.33,345,0.5563,0.2434,961671.71
PROP_008758,Apartment,Gas,Driveway,Asphalt,Yes,Yes,No,ZIP_083,Builder_020,Neighborhood_53,Street_255,good,very_good,B,1519.6,4965.6,4,4.4,1,14.4,7.58,3.61,5.69,6.08,78.75,1,2,2380.73,0.0,70.26,92.49,10.0,344,0.3592,-0.9163,1003073.98
PROP_008631,Single_Family,Gas,Garage,Asphalt,No,No,No,ZIP_009,Builder_027,Neighborhood_44,Street_247,excellent,good,A+,6917.9,6131.2,9,7.0,2,18.0,4.62,2.91,10.0,0.0,148.72,3,3,10118.43,0.0,60.15,77.22,9.5,473,0.2844,-0.4006,3243466.57
PROP_004648,Condo,Electric,Street,Tile,No,Yes,Yes,ZIP_081,Builder_015,Neighborhood_50,Street_210,good,fair,A,681.0,2561.1,1,1.0,1,46.6,3.26,1.34,8.63,2.51,110.6,1,2,1454.17,173.05,41.28,72.86,10.0,404,0.6207,1.8248,688939.64
PROP_011492,Townhouse,Electric,Street,Tile,No,No,Yes,ZIP_092,Builder_020,Neighborhood_43,Street_272,very_good,excellent,A,2300.2,3938.4,4,3.1,1,34.2,14.41,8.54,5.46,4.42,74.51,0,3,2640.07,152.15,62.81,83.09,9.49,453,0.5582,1.8199,1276839.62
PROP_007541,Single_Family,Gas,Driveway,Asphalt,No,No,Yes,ZIP_039,,Neighborhood_30,Street_095,very_good,very_good,B,2400.0,5244.2,3,2.3,0,44.9,18.46,0.79,7.19,3.23,94.31,2,0,2818.12,79.18,46.28,66.18,10.0,371,0.1579,0.8521,1278898.14
PROP_000897,Luxury_Villa,Oil,Garage,Asphalt,Yes,No,Yes,ZIP_051,Builder_060,Neighborhood_53,Street_181,very_good,good,A,2783.6,7358.9,6,4.8,1,30.3,3.88,3.22,7.12,2.38,92.66,1,2,11052.26,118.88,57.5,73.49,7.29,429,0.4767,1.0949,2447699.79
PROP_001612,Single_Family,Heat_Pump,Driveway,Asphalt,No,Yes,No,ZIP_098,Builder_061,Neighborhood_36,Street_198,fair,very_good,A,1911.8,4418.8,4,1.9,2,88.1,25.01,7.51,6.02,5.23,92.58,5,1,3553.11,0.0,32.58,59.05,5.87,311,0.6164,-0.2526,1132543.69
PROP_010028,Condo,Gas,Garage,Asphalt,Yes,No,Yes,ZIP_088,Builder_006,Neighborhood_32,Street_151,good,good,B,1704.4,4353.9,4,4.5,1,25.9,14.78,7.57,6.99,4.07,82.89,2,3,5390.57,135.07,47.42,82.26,8.56,189,0.7291,0.1417,1426114.44
PROP_001588,Apartment,Gas,Garage,Metal,No,Yes,Yes,ZIP_099,Builder_012,Neighborhood_38,Street_059,poor,excellent,C,951.8,1609.8,2,1.9,1,21.9,11.11,8.25,1.0,9.98,20.0,4,6,2207.87,86.93,58.22,94.25,6.3,406,0.7348,0.3783,752468.72
PROP_006687,Single_Family,Gas,Street,Metal,Yes,No,No,ZIP_102,,Neighborhood_38,Street_033,,good,B,2870.5,400.0,6,4.8,0,40.9,11.58,8.52,4.78,6.22,54.97,4,0,5569.21,0.0,42.06,71.45,9.32,53,0.4739,0.4069,1688761.68
PROP_007303,Single_Family,Gas,Covered,Flat,No,No,No,ZIP_056,Builder_017,Neighborhood_33,Street_081,very_good,fair,C,532.1,1245.3,2,1.4,0,46.1,10.55,5.97,1.78,7.73,34.8,3,7,620.06,0.0,69.61,56.25,9.46,1,0.2751,-0.5642,316656.53
PROP_008519,Condo,Heat_Pump,Garage,Flat,No,No,No,ZIP_111,Builder_052,Neighborhood_60,Street_041,good,very_good,A+,1112.7,1915.7,1,1.6,2,41.4,10.75,6.15,10.0,1.53,140.7,4,0,1224.28,0.0,46.0,84.9,7.09,378,0.5133,-0.9285,988632.79
PROP_001720,Townhouse,Oil,Driveway,Asphalt,No,No,Yes,ZIP_074,Builder_036,Neighborhood_59,Street_146,good,good,B,1747.9,2043.0,3,2.8,2,31.5,13.85,3.06,5.18,5.38,61.65,5,1,1159.45,63.23,61.87,66.54,10.0,90,0.2918,1.2028,725300.0
PROP_007413,Townhouse,Electric,Garage,Tile,No,No,Yes,ZIP_087,Builder_048,Neighborhood_09,Street_085,good,good,C,2258.9,2584.0,4,4.5,3,49.1,15.96,9.22,4.1,6.64,73.23,2,3,4606.8,74.96,49.66,64.55,8.44,383,0.9109,0.7456,1405734.13
PROP_009605,Single_Family,Electric,Garage,Tile,No,Yes,Yes,ZIP_099,Builder_069,Neighborhood_52,Street_297,good,good,A,1989.7,5519.6,4,3.7,1,66.5,16.94,8.42,7.37,3.02,85.79,3,2,2548.56,48.84,55.46,50.45,8.45,469,0.6824,0.9933,1088385.44
PROP_003807,Townhouse,Electric,Covered,Asphalt,No,Yes,Yes,ZIP_090,Builder_027,Neighborhood_07,Street_007,good,good,A,1407.4,,3,3.2,1,50.7,3.34,2.93,6.58,3.28,72.23,3,3,3167.9,63.37,50.83,49.22,9.28,94,0.7912,-0.3265,1037154.59
PROP_010488,Townhouse,Heat_Pump,Driveway,Flat,Yes,No,Yes,ZIP_008,Builder_007,Neighborhood_16,Street_068,fair,excellent,A+,1645.4,2943.7,3,2.8,1,30.5,31.05,17.35,10.0,2.18,126.53,2,4,4802.32,126.31,45.91,98.18,8.66,321,0.6069,0.1473,1403907.04
PROP_009367,Condo,Gas,Garage,Metal,No,No,Yes,ZIP_081,Builder_055,Neighborhood_31,Street_278,fair,needs_work,B,1822.7,400.0,5,4.5,0,28.1,9.69,1.41,8.37,0.0,129.9,2,1,3909.26,76.97,57.31,56.96,9.0,15,0.3782,1.1278,1224061.15
PROP_004702,Single_Family,Heat_Pump,Street,Flat,No,Yes,No,ZIP_035,,Neighborhood_44,Street_070,poor,fair,A+,1953.9,6245.8,3,3.6,1,41.6,7.95,2.74,10.0,0.0,155.25,2,5,4797.87,0.0,57.42,54.61,10.0,40,0.0552,0.5034,1647861.2
PROP_003962,Condo,Electric,Garage,Asphalt,No,No,No,ZIP_010,Builder_012,Neighborhood_32,Street_010,very_good,good,A,1526.0,1560.4,2,1.4,1,14.9,10.17,0.43,8.13,3.45,107.62,3,2,2382.9,0.0,68.8,71.6,7.66,147,0.1723,2.6922,1086268.99
PROP_008094,Single_Family,Gas,Garage,Flat,No,No,Yes,ZIP_111,Builder_040,Neighborhood_20,Street_216,very_good,good,A+,1840.5,3524.6,3,2.2,1,103.3,1.52,4.01,9.49,1.9,124.48,2,4,3584.56,90.34,40.35,45.63,7.07,364,0.9411,-1.3686,1460675.15
PROP_005558,Apartment,Heat_Pump,Street,Asphalt,No,No,No,ZIP_021,Builder_064,Neighborhood_06,Street_009,very_good,very_good,B,1400.4,3766.0,2,2.0,1,48.3,22.18,3.83,3.48,7.89,43.79,1,3,4555.49,0.0,54.84,72.41,6.53,306,0.3365,-0.1709,1132353.73
PROP_007919,Single_Family,Gas,Garage,Asphalt,No,Yes,No,ZIP_022,,Neighborhood_21,Street_097,excellent,good,C,636.9,1618.6,2,2.1,2,51.3,26.02,8.06,4.03,5.04,64.96,2,2,2226.31,0.0,57.79,63.44,10.0,105,0.7496,-1.048,655335.42
PROP_005565,Townhouse,Gas,Covered,Metal,No,Yes,Yes,ZIP_087,Builder_031,Neighborhood_52,Street_057,,good,A,1805.2,400.0,3,3.1,0,39.2,9.18,3.12,10.0,1.61,140.48,2,3,6653.96,83.28,45.27,70.12,9.04,263,0.3158,-1.7165,1897276.59
PROP_009457,Single_Family,Gas,Street,Asphalt,No,No,No,ZIP_038,Builder_077,Neighborhood_43,Street_037,very_good,good,A,1956.9,5975.0,4,2.9,1,14.8,12.93,5.05,8.16,2.64,103.57,3,1,4488.9,0.0,64.19,94.7,8.45,53,0.9091,-0.0954,1735644.01
PROP_010303,Condo,Gas,Garage,Tile,Yes,Yes,Yes,ZIP_013,Builder_030,Neighborhood_52,Street_293,very_good,fair,B,1379.4,2486.1,3,3.0,1,23.7,8.91,5.1,6.01,5.31,73.11,1,1,4360.93,140.39,49.88,59.3,9.52,88,0.063,0.0358,1280216.05
PROP_006088,Single_Family,Oil,Covered,Metal,Yes,No,No,ZIP_002,Builder_008,Neighborhood_13,Street_129,excellent,needs_work,A,2288.3,6946.7,4,3.5,1,34.2,2.99,2.39,7.72,3.28,118.37,1,3,4582.62,0.0,61.78,51.12,7.46,95,0.643,0.0677,1669743.3
PROP_000891,Single_Family,Gas,Garage,Asphalt,Yes,No,Yes,ZIP_020,Builder_066,Neighborhood_30,Street_034,fair,fair,A,1837.9,4388.4,4,4.1,0,32.1,23.44,5.64,7.96,3.06,106.78,2,5,3196.17,190.33,58.42,50.43,10.0,73,0.2942,-0.215,1249241.11
PROP_007457,Single_Family,Gas,Driveway,Tile,No,No,No,ZIP_114,Builder_051,Neighborhood_37,Street_111,excellent,fair,B,1268.3,1701.3,1,1.2,1,39.8,15.18,3.63,7.51,3.72,102.18,2,1,3939.51,0.0,62.85,61.18,5.68,14,0.8885,0.72,1168630.74
PROP_010960,Condo,Gas,Garage,Asphalt,No,Yes,Yes,ZIP_113,Builder_063,Neighborhood_31,Street_151,good,good,C,1107.8,3672.8,3,2.5,1,34.1,12.22,2.29,3.07,7.61,31.81,3,1,4766.04,124.24,46.43,86.05,6.28,50,0.6655,0.5659,1048051.11
PROP_004007,Single_Family,Heat_Pump,Street,Asphalt,No,Yes,Yes,ZIP_117,Builder_031,Neighborhood_13,Street_065,poor,good,A+,1999.2,6946.8,4,4.4,1,17.8,17.7,10.44,8.03,2.33,109.11,1,1,4858.28,67.64,50.57,76.53,8.76,310,0.0893,0.016,1604668.64
PROP_004940,Townhouse,Gas,Street,Asphalt,No,No,No,ZIP_078,,Neighborhood_10,Street_256,good,good,B,1672.4,1613.4,4,3.5,2,40.5,9.61,4.08,5.95,4.69,88.49,6,1,3204.98,0.0,55.54,64.03,9.4,338,0.337,0.2426,1130289.57
PROP_009667,Single_Family,Heat_Pump,Garage,Tile,No,No,No,ZIP_007,Builder_016,Neighborhood_18,Street_038,poor,good,B,3094.4,4652.6,6,3.7,1,40.0,8.09,1.5,5.8,5.7,88.48,3,4,6628.4,0.0,36.62,78.0,,187,0.2217,0.5926,1760761.67
PROP_007608,Apartment,Gas,Driveway,Asphalt,Yes,Yes,Yes,ZIP_033,Builder_020,Neighborhood_51,Street_247,excellent,very_good,C,3639.8,1394.5,7,5.7,0,55.5,22.32,5.66,3.8,7.77,56.51,5,3,3618.04,60.48,53.65,79.25,10.0,378,0.4669,0.073,1514460.81
PROP_005899,Condo,Heat_Pump,Street,Asphalt,No,Yes,No,ZIP_009,Builder_019,Neighborhood_53,Street_095,good,fair,A,1232.3,3944.4,4,2.9,1,21.2,16.12,1.14,7.35,4.63,80.51,4,2,2905.15,0.0,51.38,65.55,10.0,18,0.1824,-0.5464,849001.65
PROP_006174,Apartment,Heat_Pump,Garage,Asphalt,Yes,No,Yes,ZIP_081,Builder_045,Neighborhood_17,Street_066,good,very_good,A+,1864.9,3391.8,4,2.5,1,17.7,13.52,1.28,10.0,0.0,133.43,2,4,3769.12,105.58,59.89,80.16,7.98,61,0.8532,0.6556,1673691.46
PROP_009188,Townhouse,Gas,Garage,Flat,Yes,Yes,No,ZIP_085,Builder_042,Neighborhood_36,Street_290,fair,good,B,2235.2,4273.4,4,5.7,1,37.7,12.85,6.5,5.68,3.87,81.37,3,2,4781.39,0.0,57.15,73.79,,488,0.0027,0.0687,1345496.76
PROP_005820,Single_Family,Electric,Garage,Asphalt,Yes,Yes,No,ZIP_046,Builder_054,Neighborhood_40,Street_251,good,good,A+,2025.1,4938.2,5,6.0,1,20.6,7.93,4.0,9.79,1.01,141.24,3,3,5094.69,0.0,66.1,75.09,3.52,188,0.8947,-0.4024,1655035.36
PROP_009098,Single_Family,Heat_Pump,Driveway,Tile,No,No,Yes,ZIP_093,Builder_026,Neighborhood_02,Street_084,good,fair,A,1039.9,,3,2.7,1,23.5,16.44,3.57,5.76,4.77,68.7,3,0,2477.53,109.06,32.61,70.34,9.08,253,0.7122,0.0744,847389.42
PROP_008380,Single_Family,Electric,Garage,Asphalt,No,No,No,ZIP_116,Builder_031,Neighborhood_19,Street_151,fair,very_good,C,7056.2,20910.7,9,6.7,1,30.0,21.59,3.17,2.49,9.59,24.72,3,3,4118.96,0.0,66.04,63.18,6.19,26,0.504,-1.4791,2032283.84
PROP_002800,Apartment,Electric,Street,Metal,Yes,Yes,No,ZIP_061,,Neighborhood_56,Street_194,very_good,needs_work,B,1372.1,1725.4,2,1.3,0,52.9,20.86,10.61,4.19,6.48,58.43,2,3,2420.12,0.0,56.78,52.33,9.46,329,0.3859,-1.2229,829386.59
PROP_010854,Townhouse,Electric,Covered,Asphalt,No,No,No,ZIP_038,Builder_019,Neighborhood_36,Street_088,very_good,good,C,1598.6,,3,2.5,1,29.0,27.63,5.1,4.28,7.91,58.15,6,1,1424.71,0.0,58.59,64.05,8.35,417,0.2214,1.4427,572576.58
PROP_000585,Single_Family,Oil,Driveway,Asphalt,Yes,No,Yes,ZIP_037,Builder_025,Neighborhood_59,Street_142,fair,very_good,A,3026.7,3293.4,5,4.8,0,75.4,18.6,3.22,7.9,3.26,91.74,2,2,4496.45,48.13,43.47,75.56,10.0,352,0.3208,-0.2819,1599041.99
PROP_003269,Townhouse,Gas,Driveway,Asphalt,No,No,Yes,ZIP_064,Builder_015,Neighborhood_07,Street_024,fair,excellent,A,725.9,1420.0,2,2.1,1,16.4,11.42,2.32,9.19,1.89,137.68,4,2,3587.95,94.26,54.41,100.0,8.18,488,0.0142,-1.8116,1238654.87
PROP_003933,Condo,Electric,Driveway,Asphalt,No,No,Yes,ZIP_104,Builder_047,Neighborhood_36,Street_169,poor,very_good,A+,1032.6,2220.8,2,1.7,1,34.6,4.13,2.29,9.94,1.53,129.89,3,8,2758.53,140.82,42.18,74.84,10.0,245,0.6223,-0.2985,1090085.31
PROP_004966,Condo,Gas,Covered,Tile,Yes,No,Yes,ZIP_083,Builder_017,Neighborhood_13,Street_245,luxury,good,B,1915.6,5451.1,5,4.8,1,25.5,17.51,5.56,4.42,6.13,67.08,4,3,1921.93,81.13,73.69,80.52,,318,0.8714,0.0553,1160068.26
PROP_001261,Apartment,Heat_Pump,Garage,Asphalt,Yes,Yes,No,ZIP_110,Builder_030,Neighborhood_27,Street_182,good,very_good,A,2350.4,3073.5,6,3.5,2,68.2,17.03,5.05,7.54,3.0,111.22,2,1,5406.82,0.0,43.34,75.08,6.91,218,0.5244,1.8299,1699723.02
PROP_008517,Condo,Electric,Driveway,Asphalt,No,No,Yes,ZIP_041,Builder_058,Neighborhood_07,Street_103,luxury,very_good,A,1956.2,5510.5,4,3.6,1,45.5,6.53,1.48,7.06,2.73,95.56,4,5,2016.83,141.45,63.12,51.68,7.24,456,0.4496,-0.6463,1104125.37
PROP_006200,Single_Family,Heat_Pump,Street,Metal,No,Yes,Yes,ZIP_055,Builder_019,Neighborhood_20,Street_247,good,good,C,2305.2,5346.1,5,6.1,0,40.0,16.31,6.53,4.25,6.58,58.62,2,1,2930.61,68.07,53.25,51.96,9.09,359,0.1951,-0.3208,1055996.22
