customer_id,monthly_recharge_amount,call_duration,data_usage,roaming_usage,complaint_count,sms_count,payment_delay,plan_type
CUST_05270,722.12,222.0,68.13,1.12,1,81.0,1.9,Data Plan
CUST_05271,382.74,291.0,8.63,0.34,0,185.0,0.2,Standard
CUST_05272,154.51,110.0,1.93,0.15,0,47.0,1.0,Prepaid
CUST_05273,408.37,199.0,4.36,0.55,6,121.0,5.2,Basic
CUST_05274,174.39,116.0,1.51,0.08,0,45.0,0.0,Basic
CUST_05275,140.33,102.0,2.01,0.06,0,56.0,1.3,Basic
CUST_05276,353.67,314.0,10.31,0.16,0,125.0,1.1,Standard
CUST_05277,410.1,298.0,9.05,0.21,1,231.0,0.1,Standard
CUST_05278,461.55,206.0,6.79,0.63,3,134.0,4.5,Standard
CUST_05279,1312.04,530.0,45.16,1.71,2,194.0,0.2,Unlimited
CUST_05280,782.53,196.0,92.9,0.63,0,97.0,0.1,Data Plan
CUST_05281,1052.16,607.0,42.5,1.81,0,253.0,0.2,Unlimited
CUST_05282,313.84,415.0,9.22,0.33,1,105.0,4.1,Postpaid
CUST_05283,631.0,375.0,11.41,5.6,0,122.0,2.9,International
CUST_05284,988.78,188.0,70.56,0.64,0,92.0,0.3,Data Plan
CUST_05285,1190.4,809.0,42.68,3.08,0,148.0,0.2,Premium
CUST_05286,703.58,154.0,63.12,1.36,0,101.0,0.7,Data Plan
CUST_05287,248.83,311.0,4.38,0.42,4,55.0,18.0,Standard
CUST_05288,328.08,265.0,14.49,0.4,1,90.0,0.2,Postpaid
CUST_05289,930.77,825.0,45.54,1.88,0,210.0,0.4,Unlimited
CUST_05290,709.74,265.0,88.83,1.29,0,59.0,1.5,Data Plan
CUST_05291,518.1,266.0,9.86,0.57,1,73.0,12.7,Basic
CUST_05292,153.26,109.0,2.72,0.1,0,46.0,0.8,Basic
CUST_05293,313.88,347.0,4.5,0.63,6,116.0,0.5,Basic
CUST_05294,214.57,209.0,9.03,0.1,1,119.0,6.6,Basic
CUST_05295,720.95,210.0,54.64,1.14,1,93.0,0.4,Unlimited
CUST_05296,112.66,45.0,2.24,0.11,0,47.0,1.0,Basic
CUST_05297,394.7,179.0,9.66,0.68,4,157.0,30.2,Basic
CUST_05298,151.56,110.0,2.85,0.16,1,51.0,0.1,Basic
CUST_05299,970.03,414.0,13.9,8.72,1,76.0,0.3,International
CUST_05300,672.62,444.0,18.65,8.13,1,117.0,0.6,International
CUST_05301,559.43,210.0,49.04,1.12,0,90.0,0.8,Data Plan
CUST_05302,314.67,261.0,8.6,0.41,2,182.0,0.9,Standard
CUST_05303,120.76,72.0,2.01,0.11,0,46.0,0.9,Basic
CUST_05304,181.61,68.0,1.52,0.19,0,20.0,0.1,Prepaid
CUST_05305,3896.77,360.0,13.12,6.76,1,111.0,2.2,International
CUST_05306,1317.89,602.0,63.2,1.64,0,168.0,0.3,Premium
CUST_05307,980.47,594.0,55.48,2.43,0,247.0,0.9,Unlimited
CUST_05308,389.83,285.0,6.54,0.21,0,129.0,1.3,Standard
CUST_05309,159.63,222.0,8.67,0.42,3,103.0,0.4,Basic
CUST_05310,363.68,385.0,5.78,0.41,0,153.0,2.4,Postpaid
CUST_05311,133.28,90.0,2.9,0.05,0,46.0,0.0,Prepaid
CUST_05312,902.72,173.0,71.25,0.86,0,84.0,0.6,Unlimited
CUST_05313,392.04,330.0,9.44,0.29,0,107.0,0.1,Standard
CUST_05314,1187.95,163.0,80.85,0.98,0,94.0,0.2,Unlimited
CUST_05315,264.49,326.0,5.12,0.41,5,143.0,6.1,Basic
CUST_05316,305.1,378.0,8.27,0.62,2,117.0,5.6,Basic
CUST_05317,751.97,321.0,6.99,7.79,3,98.0,0.1,International
CUST_05318,430.62,299.0,8.47,0.34,1,154.0,1.1,Postpaid
CUST_05319,938.34,376.0,59.94,1.66,0,166.0,1.3,Unlimited
CUST_05320,418.2,362.0,10.25,0.26,1,154.0,1.1,Standard
CUST_05321,303.58,320.0,6.54,0.2,1,221.0,1.2,Standard
CUST_05322,445.97,366.0,8.42,0.69,3,137.0,0.1,Standard
CUST_05323,434.05,401.0,11.12,0.29,0,154.0,0.9,Postpaid
CUST_05324,289.3,349.0,10.17,0.3,2,145.0,4.6,Standard
CUST_05325,1326.35,546.0,53.68,1.48,0,225.0,0.3,Premium
CUST_05326,436.7,284.0,9.94,0.33,2,246.0,1.4,Postpaid
CUST_05327,1316.42,697.0,34.91,1.76,1,155.0,0.2,Premium
CUST_05328,1102.95,578.0,28.99,1.99,21,142.0,90.0,Premium
CUST_05329,1455.57,550.0,57.22,1.3,1,322.0,0.5,Unlimited
CUST_05330,164.14,94.0,2.47,0.09,0,70.0,4.4,Basic
CUST_05331,303.49,284.0,,0.7,4,155.0,9.7,Basic
CUST_05332,4408.21,212.0,10.54,28.9,10,144.0,11.5,Standard
CUST_05333,401.81,272.0,8.11,0.49,1,224.0,2.0,Postpaid
CUST_05334,441.06,266.0,7.65,0.3,0,153.0,2.1,Postpaid
CUST_05335,305.63,268.0,11.57,0.33,0,199.0,1.3,Postpaid
CUST_05336,1243.12,192.0,100.74,1.36,1,64.0,1.5,Data Plan
CUST_05337,398.36,330.0,12.36,0.45,1,168.0,1.6,Postpaid
CUST_05338,342.92,316.0,11.06,0.27,1,144.0,0.1,Standard
CUST_05339,170.89,123.0,1.89,0.11,0,31.0,2.2,Basic
CUST_05340,291.26,412.0,10.53,0.4,1,136.0,0.9,Standard
CUST_05341,716.63,580.0,41.35,1.61,0,206.0,0.3,Premium
CUST_05342,1004.61,252.0,91.21,0.83,1,115.0,0.4,Data Plan
CUST_05343,998.01,175.0,78.92,1.03,0,94.0,0.1,Data Plan
CUST_05344,670.08,458.0,12.29,9.36,1,101.0,4.0,International
CUST_05345,153.88,117.0,1.85,0.1,0,50.0,3.9,Prepaid
CUST_05346,218.4,133.0,15.14,0.24,1,138.0,4.7,Basic
CUST_05347,431.66,281.0,7.87,0.25,1,112.0,4.0,Postpaid
CUST_05348,168.35,92.0,2.1,0.14,0,36.0,2.0,Basic
CUST_05349,492.6,310.0,9.4,0.25,0,184.0,3.0,Standard
CUST_05350,743.62,379.0,16.48,7.81,2,91.0,0.7,Standard
CUST_05351,142.76,108.0,0.96,0.09,0,82.0,0.5,Prepaid
CUST_05352,704.59,160.0,97.44,1.08,1,51.0,0.3,Data Plan
CUST_05353,644.8,265.0,79.59,0.7,0,73.0,0.9,Unlimited
CUST_05354,155.54,87.0,3.04,0.1,0,29.0,0.5,Prepaid
CUST_05355,1219.63,140.0,65.93,1.46,0,107.0,0.1,Data Plan
CUST_05356,1189.74,563.0,76.55,1.89,0,197.0,0.0,Premium
CUST_05357,136.13,75.0,1.65,0.18,0,65.0,0.9,Basic
CUST_05358,1374.96,683.0,42.82,2.05,0,170.0,0.5,Premium
CUST_05359,919.08,403.0,12.69,6.48,0,81.0,0.7,International
CUST_05360,916.61,415.0,14.96,9.02,0,126.0,7.5,International
CUST_05361,156.25,138.0,0.95,0.13,2,56.0,2.2,Basic
CUST_05362,457.27,275.0,7.94,0.2,1,139.0,2.3,Postpaid
CUST_05363,578.53,299.0,9.73,0.43,5,155.0,3.6,Basic
CUST_05364,908.15,430.0,13.19,9.04,1,110.0,0.9,Standard
CUST_05365,406.37,398.0,13.22,0.35,0,212.0,1.8,Standard
CUST_05366,1257.29,603.0,32.88,0.83,0,132.0,0.4,Premium
CUST_05367,183.39,275.0,14.65,0.41,1,139.0,1.8,Basic
CUST_05368,152.46,94.0,1.1,0.17,0,39.0,1.8,Prepaid
CUST_05369,992.12,380.0,16.69,6.64,1,115.0,5.5,International
CUST_05370,19.27,84.0,,0.14,2,57.0,1.9,Basic
CUST_05371,346.69,346.0,11.97,0.32,1,170.0,0.3,Standard
CUST_05372,1109.72,432.0,46.2,1.88,1,181.0,0.1,Unlimited
CUST_05373,382.04,310.0,9.39,0.17,0,126.0,5.6,Postpaid
CUST_05374,398.71,282.0,7.57,0.26,1,168.0,0.5,Standard
CUST_05375,140.97,104.0,2.15,0.08,0,35.0,0.6,Basic
CUST_05376,253.4,245.0,6.27,0.38,1,99.0,7.8,Standard
CUST_05377,240.95,214.0,11.59,0.3,4,160.0,17.6,Basic
CUST_05378,273.17,268.0,12.09,0.41,0,148.0,0.2,Standard
CUST_05379,223.77,249.0,6.79,0.34,1,223.0,10.9,Postpaid
CUST_05380,825.38,146.0,91.02,0.65,1,81.0,1.6,Data Plan
CUST_05381,149.9,101.0,1.31,0.1,0,25.0,2.0,Basic
CUST_05382,1252.69,605.0,50.57,2.43,0,201.0,0.0,Unlimited
CUST_05383,1012.27,195.0,104.37,1.7,1,96.0,0.5,Data Plan
CUST_05384,436.55,257.0,11.03,0.36,0,147.0,1.6,Standard
CUST_05385,136.91,80.0,1.3,0.04,0,66.0,0.1,Basic
CUST_05386,923.73,248.0,93.05,1.5,0,91.0,0.2,Data Plan
CUST_05387,1105.33,585.0,42.0,2.67,0,169.0,0.2,Unlimited
CUST_05388,191.23,85.0,2.43,0.2,0,82.0,1.1,Basic
CUST_05389,1188.73,499.0,49.01,2.01,1,220.0,0.7,Premium
CUST_05390,1315.38,655.0,67.42,1.75,0,199.0,0.2,Premium
CUST_05391,862.06,359.0,16.43,12.18,0,39.0,3.1,International
CUST_05392,136.4,66.0,2.42,0.0,0,43.0,0.3,Basic
CUST_05393,187.38,83.0,2.33,0.11,1,39.0,0.1,Basic
CUST_05394,1075.39,192.0,95.86,1.03,1,89.0,0.5,Data Plan
CUST_05395,883.42,461.0,16.29,6.73,1,71.0,4.9,International
CUST_05396,154.4,143.0,1.44,0.04,0,70.0,0.4,Prepaid
CUST_05397,717.71,337.0,10.81,8.81,1,84.0,1.8,International
CUST_05398,421.63,242.0,8.66,0.36,1,115.0,1.9,Standard
CUST_05399,321.5,349.0,10.62,0.25,0,172.0,0.4,Postpaid
CUST_05400,408.78,380.0,10.27,0.34,0,154.0,5.4,Postpaid
CUST_05401,369.38,200.0,7.58,0.5,3,124.0,44.4,Basic
CUST_05402,427.09,336.0,10.9,0.36,2,113.0,0.5,Postpaid
CUST_05403,588.4,475.0,16.31,10.32,0,126.0,0.3,Standard
CUST_05404,1353.34,640.0,65.25,1.31,0,202.0,1.2,Premium
CUST_05405,169.43,80.0,2.01,0.05,1,52.0,0.8,Basic
CUST_05406,341.01,393.0,11.55,0.25,1,187.0,5.2,Standard
CUST_05407,317.21,173.0,6.66,0.53,5,161.0,9.8,Basic
CUST_05408,166.54,33.0,1.89,39.84,0,62.0,0.1,Basic
CUST_05409,717.36,177.0,66.34,0.65,1,48.0,2.4,Data Plan
CUST_05410,708.91,160.0,11.98,9.68,0,116.0,4.8,Standard
CUST_05411,100.15,77.0,2.47,0.12,1,39.0,0.2,Basic
CUST_05412,895.18,254.0,65.67,1.18,0,58.0,0.6,Data Plan
CUST_05413,883.21,244.0,97.83,1.47,1,63.0,1.4,Data Plan
CUST_05414,552.8,253.0,4.81,0.76,2,218.0,0.7,Standard
CUST_05415,796.69,195.0,90.68,1.23,0,94.0,3.5,Data Plan
CUST_05416,478.54,185.0,10.11,0.31,0,162.0,2.6,Postpaid
CUST_05417,880.52,245.0,123.51,1.3,0,99.0,0.2,Unlimited
CUST_05418,120.65,142.0,1.98,0.06,1,61.0,0.0,Basic
CUST_05419,376.44,384.0,11.12,0.25,0,223.0,1.8,Standard
CUST_05420,345.09,334.0,14.45,0.26,0,157.0,1.7,Standard
CUST_05421,1093.86,579.0,49.94,2.81,0,163.0,0.8,Unlimited
CUST_05422,1028.48,260.0,14.53,8.4,0,154.0,8.5,International
CUST_05423,414.52,272.0,11.36,0.4,0,168.0,0.0,Postpaid
CUST_05424,452.34,215.0,13.41,0.49,2,138.0,5.7,Basic
CUST_05425,494.96,231.0,8.75,0.63,1,136.0,4.4,Basic
CUST_05426,941.4,381.0,17.18,7.73,2,102.0,2.3,International
CUST_05427,886.48,432.0,15.97,5.78,1,108.0,3.6,International
CUST_05428,805.44,431.0,13.95,6.84,0,95.0,3.1,International
CUST_05429,335.27,242.0,7.57,0.36,3,110.0,31.1,Standard
CUST_05430,1001.05,119.0,70.25,1.12,1,76.0,1.5,Data Plan
CUST_05431,113.71,104.0,1.43,0.19,1,21.0,0.8,Prepaid
CUST_05432,249.86,313.0,10.46,0.07,0,87.0,5.3,Standard
CUST_05433,628.04,402.0,11.66,5.27,2,137.0,0.1,International
CUST_05434,621.36,194.0,95.73,0.9,0,87.0,3.2,Data Plan
CUST_05435,841.91,372.0,11.18,7.04,1,116.0,1.1,International
CUST_05436,941.77,171.0,109.51,0.97,1,52.0,0.1,Data Plan
CUST_05437,1163.91,585.0,40.68,2.73,0,71.0,0.1,Premium
CUST_05438,20.89,240.0,113.57,0.44,0,109.0,5.6,Data Plan
CUST_05439,745.41,481.0,16.79,8.49,1,103.0,7.5,International
CUST_05440,1141.27,602.0,50.8,1.77,0,301.0,0.0,Unlimited
CUST_05441,1290.26,591.0,44.8,1.23,1,174.0,1.4,Premium
CUST_05442,478.68,290.0,10.82,0.13,0,200.0,0.8,Postpaid
CUST_05443,395.5,265.0,10.23,0.45,0,134.0,1.7,Standard
CUST_05444,810.89,225.0,87.88,1.41,1,49.0,3.1,Data Plan
CUST_05445,1396.6,475.0,44.23,2.08,0,261.0,0.4,Premium
CUST_05446,377.32,275.0,7.85,0.27,0,138.0,0.4,Standard
CUST_05447,984.05,763.0,42.62,1.55,1,157.0,0.9,Premium
CUST_05448,860.16,158.0,65.38,1.24,0,94.0,0.9,Data Plan
CUST_05449,256.06,210.0,6.61,0.52,3,78.0,2.1,Standard
CUST_05450,895.78,267.0,88.3,1.19,0,86.0,0.4,Data Plan
CUST_05451,106.85,109.0,1.11,0.07,0,52.0,0.5,Basic
CUST_05452,1243.45,152.0,86.77,1.01,0,57.0,1.4,Data Plan
CUST_05453,769.51,355.0,17.62,8.18,1,115.0,2.3,International
CUST_05454,15.65,245.0,73.22,1.62,0,66.0,0.2,Data Plan
CUST_05455,868.3,193.0,93.28,0.67,0,37.0,0.9,Unlimited
CUST_05456,152.36,126.0,2.44,0.24,0,52.0,5.6,Basic
CUST_05457,430.16,353.0,9.13,0.61,4,81.0,3.4,Basic
CUST_05458,875.9,139.0,88.42,1.25,0,80.0,5.3,Unlimited
CUST_05459,425.13,354.0,7.76,0.16,2,131.0,2.3,Standard
CUST_05460,459.36,246.0,7.11,0.31,4,138.0,19.4,Basic
CUST_05461,159.58,105.0,1.13,0.1,0,55.0,2.8,Prepaid
CUST_05462,112.17,97.0,2.54,0.07,2,40.0,0.4,Basic
CUST_05463,770.88,154.0,88.09,1.14,0,61.0,0.3,Unlimited
CUST_05464,788.07,432.0,12.51,4.6,2,114.0,1.5,International
CUST_05465,1076.09,10.0,1.8,39.45,0,72.0,0.5,Unlimited
CUST_05466,156.42,151.0,2.64,0.07,0,48.0,0.7,Prepaid
CUST_05467,134.48,93.0,1.92,0.2,0,73.0,0.2,Prepaid
CUST_05468,1128.72,207.0,94.49,0.94,0,57.0,0.5,Data Plan
CUST_05469,1214.04,588.0,52.97,2.11,0,223.0,0.3,Premium
CUST_05470,785.52,516.0,14.99,6.98,2,81.0,1.9,International
CUST_05471,1351.12,607.0,34.2,2.06,0,190.0,0.1,Premium
CUST_05472,307.42,410.0,9.96,0.07,1,199.0,,Postpaid
CUST_05473,1023.44,114.0,75.58,0.75,0,31.0,0.7,Data Plan
CUST_05474,1254.13,639.0,49.09,1.76,0,176.0,0.1,Premium
CUST_05475,311.7,172.0,9.01,0.29,0,187.0,0.8,Standard
CUST_05476,1162.79,378.0,55.88,1.81,0,199.0,0.4,Unlimited
CUST_05477,379.83,143.0,7.84,0.46,1,134.0,0.1,Standard
CUST_05478,421.84,276.0,9.43,0.14,0,182.0,0.2,Standard
CUST_05479,1034.76,670.0,60.46,2.35,1,191.0,0.2,Premium
CUST_05480,1403.28,16.0,1.14,35.76,0,164.0,0.5,Premium
CUST_05481,1288.79,477.0,22.72,2.25,0,218.0,0.0,Unlimited
CUST_05482,798.02,554.0,13.58,10.78,2,133.0,0.1,Standard
CUST_05483,501.43,152.0,10.27,0.28,0,113.0,1.8,Standard
CUST_05484,346.86,259.0,5.56,0.17,1,138.0,9.1,Basic
CUST_05485,130.15,90.0,2.73,0.06,1,53.0,1.6,Basic
CUST_05486,401.21,324.0,11.2,0.36,0,147.0,1.7,Postpaid
CUST_05487,901.48,201.0,83.59,0.96,0,63.0,0.9,Data Plan
CUST_05488,450.32,241.0,11.15,0.27,0,158.0,2.1,Standard
CUST_05489,1278.75,772.0,45.03,1.51,0,157.0,0.0,Premium
CUST_05490,776.97,135.0,109.64,1.0,0,96.0,0.7,Unlimited
CUST_05491,1094.46,529.0,45.78,2.86,1,236.0,0.1,Premium
CUST_05492,117.9,71.0,2.52,0.15,14,30.0,41.5,Basic
CUST_05493,321.02,221.0,10.48,0.55,2,75.0,1.3,Standard
CUST_05494,623.45,72.0,10.87,0.65,4,120.0,1.6,Basic
CUST_05495,1225.14,680.0,43.45,2.35,0,206.0,0.0,Unlimited
CUST_05496,706.83,382.0,16.0,11.55,2,83.0,2.3,Standard
CUST_05497,1103.85,593.0,46.56,2.22,0,201.0,0.3,Unlimited
CUST_05498,361.8,335.0,10.71,0.46,0,174.0,5.4,Standard
CUST_05499,1016.52,267.0,72.4,0.94,0,67.0,0.3,Unlimited
CUST_05500,399.77,316.0,9.21,0.21,1,149.0,4.5,Postpaid
CUST_05501,348.65,250.0,10.43,0.67,2,70.0,2.5,Basic
CUST_05502,527.8,402.0,10.15,0.23,2,224.0,0.1,Postpaid
CUST_05503,1098.94,683.0,48.67,1.93,1,192.0,0.5,Unlimited
CUST_05504,280.39,243.0,6.29,0.6,3,155.0,8.4,Basic
CUST_05505,421.09,327.0,11.83,0.15,0,180.0,0.5,Postpaid
CUST_05506,112.89,60.0,2.19,0.1,0,44.0,0.1,Basic
CUST_05507,1050.26,414.0,19.77,9.99,0,113.0,1.8,International
CUST_05508,459.17,346.0,9.85,0.36,1,169.0,0.1,Postpaid
CUST_05509,377.38,285.0,7.92,0.41,11,217.0,45.4,Postpaid
CUST_05510,372.41,375.0,6.6,0.19,0,215.0,1.4,Postpaid
CUST_05511,917.84,509.0,70.49,2.46,0,241.0,2.2,Unlimited
CUST_05512,118.39,89.0,2.29,0.24,1,65.0,1.1,Basic
CUST_05513,359.35,273.0,7.25,0.42,3,113.0,3.1,Basic
CUST_05514,344.7,102.0,14.16,0.51,4,49.0,8.9,Basic
CUST_05515,144.23,119.0,2.81,0.09,1,39.0,1.4,Basic
CUST_05516,722.89,131.0,68.96,1.01,0,75.0,0.2,Data Plan
CUST_05517,1244.34,684.0,44.08,1.58,0,209.0,1.5,Premium
CUST_05518,858.71,255.0,60.51,1.05,0,61.0,0.1,Data Plan
CUST_05519,123.73,120.0,0.92,0.1,1,50.0,4.1,Prepaid
CUST_05520,427.83,231.0,11.33,0.67,2,105.0,1.3,Basic
CUST_05521,159.23,149.0,2.5,0.13,1,67.0,0.3,Basic
CUST_05522,206.91,297.0,5.89,0.43,2,118.0,10.3,Standard
CUST_05523,672.7,223.0,91.46,1.41,0,82.0,2.0,Data Plan
CUST_05524,1139.31,515.0,32.68,2.34,0,154.0,0.3,Premium
CUST_05525,398.08,21.0,1.55,34.14,0,172.0,5.3,Standard
CUST_05526,305.75,120.0,0.0,0.41,2,114.0,1.7,Basic
CUST_05527,429.45,290.0,3.29,0.39,1,122.0,2.7,Standard
CUST_05528,869.16,354.0,18.15,9.07,1,104.0,4.4,International
CUST_05529,141.9,85.0,1.86,0.07,0,52.0,1.8,Basic
CUST_05530,761.35,247.0,77.5,1.17,0,65.0,1.5,Data Plan
CUST_05531,605.23,458.0,17.26,7.08,0,106.0,3.8,International
CUST_05532,748.32,406.0,12.96,9.9,0,74.0,7.5,International
CUST_05533,1356.16,471.0,45.16,1.62,0,171.0,2.5,Premium
CUST_05534,179.57,105.0,2.78,0.2,0,46.0,0.6,Prepaid
CUST_05535,420.87,239.0,5.69,0.14,4,124.0,8.2,Basic
CUST_05536,684.04,19.0,1.33,26.93,0,109.0,2.4,International
CUST_05537,344.27,281.0,9.48,0.35,0,177.0,1.2,Postpaid
CUST_05538,474.71,273.0,7.1,0.5,4,120.0,0.2,Standard
CUST_05539,160.52,27.0,1.83,34.74,0,37.0,0.3,Basic
CUST_05540,1051.07,157.0,67.13,,0,50.0,0.4,Data Plan
CUST_05541,1243.04,674.0,61.71,2.51,0,236.0,0.6,Premium
CUST_05542,404.61,263.0,3.02,0.47,5,156.0,2.2,Basic
CUST_05543,405.15,242.0,8.57,0.46,5,61.0,5.7,Standard
CUST_05544,331.33,321.0,7.04,0.23,0,153.0,0.4,Postpaid
CUST_05545,991.27,302.0,10.92,5.65,0,78.0,6.9,Standard
CUST_05546,177.46,87.0,2.43,0.08,1,48.0,0.2,Basic
CUST_05547,359.53,346.0,11.91,0.45,0,127.0,0.2,Postpaid
CUST_05548,372.64,218.0,9.35,0.18,0,210.0,,Standard
CUST_05549,299.61,325.0,10.47,0.56,2,110.0,6.0,Standard
CUST_05550,468.42,292.0,8.94,0.68,5,102.0,1.0,Basic
CUST_05551,432.58,279.0,10.23,0.28,0,93.0,3.9,Standard
CUST_05552,1475.74,571.0,51.42,2.61,1,149.0,0.6,Unlimited
CUST_05553,119.32,101.0,2.01,0.12,0,39.0,1.1,Basic
CUST_05554,126.5,103.0,1.97,0.15,1,66.0,1.5,Basic
CUST_05555,763.01,343.0,14.09,8.53,0,63.0,0.5,International
CUST_05556,271.33,236.0,6.2,0.73,5,169.0,0.9,Standard
CUST_05557,408.04,373.0,11.26,0.29,0,136.0,0.1,Standard
CUST_05558,449.35,323.0,10.87,0.27,0,209.0,0.1,Postpaid
CUST_05559,153.76,105.0,1.83,0.11,0,51.0,1.9,Basic
CUST_05560,1153.58,542.0,51.61,2.21,0,219.0,0.1,Unlimited
CUST_05561,1213.21,259.0,69.51,0.62,0,92.0,1.3,Data Plan
CUST_05562,669.14,476.0,12.5,8.58,0,128.0,0.1,Standard
CUST_05563,88.86,75.0,2.43,0.17,0,37.0,0.1,Prepaid
CUST_05564,400.3,288.0,10.96,0.57,4,94.0,12.9,Basic
CUST_05565,1227.83,596.0,48.78,2.41,2,141.0,0.9,Unlimited
CUST_05566,330.1,339.0,7.58,0.3,0,121.0,5.4,Standard
CUST_05567,854.09,392.0,12.56,10.75,1,87.0,0.7,International
CUST_05568,360.1,286.0,5.33,0.7,3,180.0,1.1,Standard
CUST_05569,527.35,424.0,17.84,7.05,0,142.0,0.9,International
CUST_05570,874.43,363.0,15.5,6.88,2,88.0,0.6,International
CUST_05571,832.7,429.0,12.91,10.4,2,142.0,1.0,Standard
CUST_05572,794.92,221.0,46.43,1.57,1,95.0,2.8,Data Plan
CUST_05573,284.75,260.0,4.86,0.22,4,49.0,12.2,Standard
CUST_05574,383.41,276.0,12.77,0.31,0,205.0,3.1,Postpaid
CUST_05575,405.91,259.0,9.61,0.3,2,140.0,2.9,Standard
CUST_05576,248.34,333.0,12.93,0.35,0,110.0,0.7,Postpaid
CUST_05577,161.56,83.0,1.75,0.09,0,47.0,0.5,Basic
CUST_05578,205.16,147.0,8.91,0.74,5,148.0,6.4,Basic
CUST_05579,1165.76,525.0,57.54,1.54,0,181.0,0.0,Premium
CUST_05580,1382.64,616.0,34.43,1.82,0,194.0,0.1,Unlimited
CUST_05581,152.88,109.0,1.3,0.0,0,38.0,1.6,Basic
CUST_05582,763.43,142.0,87.29,1.18,1,76.0,0.1,Data Plan
CUST_05583,928.95,112.0,66.58,1.06,1,101.0,0.3,Unlimited
CUST_05584,306.88,330.0,8.99,0.3,0,118.0,0.7,Standard
CUST_05585,1086.69,187.0,63.09,1.4,1,98.0,,Data Plan
CUST_05586,918.74,192.0,83.78,0.96,0,104.0,0.8,Data Plan
CUST_05587,142.63,73.0,2.32,0.05,0,57.0,0.6,Basic
CUST_05588,797.54,228.0,103.52,0.6,0,106.0,0.0,Data Plan
CUST_05589,1683.23,554.0,45.34,2.71,0,211.0,0.6,Premium
CUST_05590,1335.51,701.0,42.05,2.84,1,181.0,0.8,Premium
CUST_05591,162.71,109.0,1.5,0.08,0,44.0,0.2,Basic
CUST_05592,173.73,160.0,1.7,0.09,0,36.0,3.3,Basic
CUST_05593,520.61,327.0,7.24,0.25,1,199.0,3.7,Postpaid
CUST_05594,1486.44,586.0,40.87,2.41,1,222.0,0.2,Unlimited
CUST_05595,264.34,237.0,8.14,0.17,3,211.0,0.5,Standard
CUST_05596,829.58,130.0,74.03,0.68,10,81.0,68.6,Unlimited
CUST_05597,447.58,234.0,12.38,0.45,0,114.0,0.1,Standard
CUST_05598,445.14,307.0,8.19,0.32,1,197.0,2.4,Standard
CUST_05599,696.2,171.0,64.37,1.44,0,77.0,1.1,Unlimited
CUST_05600,1001.85,596.0,57.83,1.12,0,212.0,0.4,Premium
CUST_05601,948.47,557.0,17.57,8.58,1,99.0,2.1,International
CUST_05602,122.42,91.0,1.94,0.06,0,35.0,1.2,Prepaid
CUST_05603,386.86,279.0,9.39,0.84,1,77.0,7.6,Basic
CUST_05604,1240.82,493.0,54.67,2.63,0,289.0,0.7,Premium
CUST_05605,921.21,174.0,78.5,0.88,1,89.0,0.8,Unlimited
CUST_05606,890.97,356.0,16.71,4.96,1,112.0,2.2,International
CUST_05607,306.45,316.0,8.36,0.37,0,135.0,4.2,Postpaid
CUST_05608,116.81,110.0,1.52,0.08,1,60.0,2.8,Basic
CUST_05609,105.63,111.0,1.1,0.04,1,38.0,2.6,Basic
CUST_05610,993.84,360.0,17.24,8.57,1,132.0,2.6,Standard
CUST_05611,303.72,263.0,5.83,0.18,0,193.0,1.3,Postpaid
CUST_05612,188.15,93.0,2.13,0.07,0,56.0,2.8,Prepaid
CUST_05613,769.46,302.0,16.69,6.57,2,116.0,3.5,Standard
CUST_05614,111.61,112.0,2.25,0.08,0,86.0,0.4,Basic
CUST_05615,1159.3,598.0,73.2,2.29,0,168.0,0.6,Premium
CUST_05616,574.25,256.0,8.6,0.26,4,86.0,8.2,Standard
CUST_05617,329.6,340.0,11.9,0.16,1,180.0,4.8,Postpaid
CUST_05618,110.87,87.0,1.03,0.14,0,36.0,1.6,Basic
CUST_05619,278.47,240.0,9.93,0.74,0,135.0,5.8,Basic
CUST_05620,342.43,432.0,12.5,0.32,0,137.0,1.8,Standard
CUST_05621,1241.46,533.0,59.01,1.56,0,196.0,0.4,Unlimited
CUST_05622,173.39,63.0,1.54,0.05,0,47.0,0.4,Prepaid
CUST_05623,861.67,404.0,16.7,9.32,1,89.0,4.6,International
CUST_05624,335.53,283.0,10.66,0.23,0,150.0,0.5,Standard
CUST_05625,155.71,158.0,1.87,0.16,0,62.0,0.1,Basic
CUST_05626,442.65,191.0,8.13,0.35,0,124.0,0.0,Standard
CUST_05627,270.73,324.0,,0.41,0,164.0,1.9,Postpaid
CUST_05628,353.59,220.0,11.22,0.65,2,186.0,0.8,Postpaid
CUST_05629,5459.86,606.0,44.0,32.52,9,182.0,0.6,Unlimited
CUST_05630,1029.79,183.0,80.18,1.15,0,99.0,2.7,Data Plan
CUST_05631,429.07,286.0,9.48,0.53,5,156.0,5.7,Basic
CUST_05632,669.57,253.0,97.07,1.5,0,63.0,0.6,Data Plan
CUST_05633,176.45,52.0,2.0,0.17,0,59.0,0.2,Basic
CUST_05634,124.16,136.0,1.77,0.13,0,80.0,1.5,Basic
CUST_05635,139.17,75.0,1.96,0.12,0,58.0,0.6,Prepaid
CUST_05636,373.35,290.0,11.31,0.17,0,121.0,0.6,Standard
CUST_05637,176.09,84.0,2.82,0.15,0,37.0,0.3,Prepaid
CUST_05638,216.94,105.0,1.96,0.13,1,68.0,0.4,Basic
